mission_status,mission_eligible,mission_completion,mission_loss,lissajous_start_s,lissajous_end_s,trial_id,replicate_id,com_scale,payload_mass,payload_pos_x,payload_pos_y,payload_pos_z,true_com_x,true_com_y,true_com_z,measurement_seed,torque_seed,force_seed,position_rms,position_rms_x,position_rms_y,position_rms_z,velocity_rms,attitude_rms,attitude_rms_x,attitude_rms_y,attitude_rms_z,peak_attitude,angular_acc_command_rms,mean_dob_norm,final_com_error,final_com_error_x,final_com_error_y,final_com_error_z,moce_convergence_time,max_motor_utilization,max_servo_angle,saturation_time,terminal_altitude_m,terminal_tilt_rad,terminal_airborne,numerical_success,flight_success,success,failure_reason,runtime_s,mission_position_rms,mission_velocity_rms,mission_attitude_rms,mission_peak_attitude_error,mission_com_error_rms,mission_final_com_error,mission_max_motor_utilization,mission_motor_saturation_fraction,mission_max_servo_angle,mission_max_servo_rate,mission_servo_angle_contact_fraction,mission_mean_dob_norm,mission_dob_rms,mission_position_rms_x,mission_attitude_rms_x,mission_position_rms_y,mission_attitude_rms_y,mission_position_rms_z,mission_attitude_rms_z,mission_motor_1_max_utilization,mission_servo_1_max_angle,mission_motor_2_max_utilization,mission_servo_2_max_angle,mission_motor_3_max_utilization,mission_servo_3_max_angle,mission_motor_4_max_utilization,mission_servo_4_max_angle,mission_allocation_force_residual_rms,mission_allocation_force_residual_max,mission_allocation_torque_residual_rms,mission_allocation_torque_residual_max,mission_realized_force_residual_rms,mission_realized_force_residual_max,mission_realized_torque_residual_rms,mission_realized_torque_residual_max,mission_allocation_min_singular,mission_allocation_condition_max,mission_allocation_rank_min,steady_position_rms,steady_velocity_rms,steady_attitude_rms,steady_peak_attitude_error,steady_com_error_rms,steady_final_com_error,steady_max_motor_utilization,steady_motor_saturation_fraction,steady_max_servo_angle,steady_max_servo_rate,steady_servo_angle_contact_fraction,steady_mean_dob_norm,steady_dob_rms,steady_position_rms_x,steady_attitude_rms_x,steady_position_rms_y,steady_attitude_rms_y,steady_position_rms_z,steady_attitude_rms_z,steady_motor_1_max_utilization,steady_servo_1_max_angle,steady_motor_2_max_utilization,steady_servo_2_max_angle,steady_motor_3_max_utilization,steady_servo_3_max_angle,steady_motor_4_max_utilization,steady_servo_4_max_angle,steady_allocation_force_residual_rms,steady_allocation_force_residual_max,steady_allocation_torque_residual_rms,steady_allocation_torque_residual_max,steady_realized_force_residual_rms,steady_realized_force_residual_max,steady_realized_torque_residual_rms,steady_realized_torque_residual_max,steady_allocation_min_singular,steady_allocation_condition_max,steady_allocation_rank_min
mission_completion,True,True,False,20.0,80.0,0,0,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7000,7001,7002,0.08571030557195591,0.04863837502711544,0.0675529902393502,0.020424457537031124,0.16775516640638277,0.017419185729996213,0.010090611534658891,0.009528413197398061,0.010526962158778871,0.03724871679592043,4.630264204011338,2.061118095240766,0.00814361772732077,0.0006507991661299922,-2.397354423414738e-05,0.008117536289002622,nan,0.43159554482440043,0.4654068554059176,0,0.7947962575185958,0.011334626122934332,True,True,True,True,normal_completion,6.247585562999916,0.07548342664098395,0.1553933434095042,0.0231460341628567,0.07159702327656038,0.028423776379299607,0.008143617727320768,0.4457889755276892,0.0,0.5560596091384956,3.1738868242283558,0.0,0.22201102854383492,0.25591317585649065,0.04368394136663279,0.012748116996203172,0.05812890734016606,0.01556137138077906,0.02026057984312842,0.011448499083666632,0.4457889755276892,0.26602668941869506,0.29044271450780124,0.2953359716242204,0.16676797958374714,0.5560596091384956,0.2889750588964474,0.2946727550006545,0.17768474608480214,1.3808456835625549,0.061464217106037715,0.6697235138958023,25.749986358885028,31.92884052456551,0.3706234585008179,1.4705183941631779,0.8142243262950433,1.4339873213587655,4,0.08571030557195598,0.1677551664063829,0.01741918572999619,0.03724871679592043,0.006874989407469945,0.008143617727320768,0.43159554482440043,0.0,0.4654068554059176,2.2557541228122124,0.0,0.17518660603606898,0.19153518993459495,0.0486383750271155,0.010090611534658879,0.06755299023935024,0.009528413197398064,0.020424457537031124,0.010526962158778876,0.43159554482440043,0.1722059094715961,0.2870139863518941,0.2000790499196618,0.1607498600671302,0.4654068554059176,0.2889750588964474,0.20524678814265448,0.15410669950273842,0.840306761944845,0.03606070984395024,0.14972392659247527,27.16601667709417,31.92884052456551,0.2731897598022273,0.6663160570814964,0.855446871746332,1.3157041928180602,4
mission_completion,True,True,False,20.0,80.0,1,1,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7003,7004,7005,0.077482367650961,0.048321673482067805,0.0567088039488114,0.021275448841008897,0.1562160677161333,0.014042396808413475,0.008849896559113684,0.006610888901132718,0.008669739728204605,0.03514015590787645,4.081722524861762,1.5629383155778844,0.0004868945621600981,-0.0004551717754854717,7.29639882418448e-05,0.00015672021529566926,nan,0.42886628652483716,0.3557567298438614,0,0.7879926396768904,0.009565054976013258,True,True,True,True,normal_completion,6.0654848949999405,0.0776043018998043,0.16638378624706596,0.02437312604532387,0.09383875201676718,0.02464310442112431,0.0004868945621600981,0.4520013018381863,0.0,0.4786689882149135,3.3716376682547575,0.0,0.20423224991627506,0.25022667058548353,0.04733065729013752,0.015971596155335402,0.058166163144576614,0.014383626484604851,0.01997333269331933,0.011492113757855608,0.4520013018381863,0.19702881784992435,0.3060509595848091,0.41830837196359655,0.15741293945651244,0.4786689882149135,0.29715870652030096,0.45792293153055075,0.196170517245869,1.2749241152437065,0.0727642873768074,0.7256582490041703,25.846876187980122,32.247700889978276,0.3808159265289653,1.7877132447708097,0.7677428302255637,1.5772599919729546,4,0.07748236765096102,0.1562160677161335,0.014042396808413488,0.03514015590787645,0.0023198419472980803,0.0004868945621600981,0.42886628652483716,0.0,0.3557567298438614,1.620200860224116,0.0,0.13149880039551134,0.1405468554067498,0.04832167348206779,0.008849896559113689,0.05670880394881143,0.006610888901132728,0.02127544884100886,0.008669739728204597,0.42886628652483716,0.15524215466754543,0.29735763655568426,0.258169723009215,0.14484497895923992,0.3557567298438614,0.2937310203348797,0.29759130254640925,0.12703532719630312,0.5749701903440894,0.02834308441942229,0.12783618595095886,27.128913634267526,32.247700889978276,0.26568295302492884,0.7115548928817588,0.8541413015285159,1.3174237035017766,4
mission_completion,True,True,False,20.0,80.0,2,2,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7006,7007,7008,0.07316693708814082,0.048456672362016326,0.050593680789664405,0.021109975144791213,0.1474152890245829,0.017674118226115376,0.009351059733838754,0.00688807355114793,0.013322408929276244,0.03572648873008462,4.242244080090413,1.252161617394118,0.007127580850940893,0.00028354653046883116,0.0006089175466233096,0.007095860030551099,nan,0.4306491269024282,0.38265766265982154,0,0.7875149615115581,0.008741095366856608,True,True,True,True,normal_completion,6.2099937570000066,0.0760395796400544,0.15034671296342048,0.026058663514371142,0.08275653005035855,0.0255099212273551,0.007127580850940893,0.4403994767699754,0.0,0.5527668918178237,3.0730884290915057,0.0,0.20210712753581592,0.2548432326719622,0.04452237096797719,0.014990399558571323,0.0581457417710832,0.016612826295609097,0.02046579754411022,0.013354994110875578,0.4403994767699754,0.19707417672448987,0.30685898666836176,0.35631770265066764,0.16708866989770457,0.5527668918178237,0.30820897252982704,0.37496019888858423,0.16951154874877236,1.1321076586078727,0.06389747473380572,0.5698699688647527,25.846040286691817,32.251618703809626,0.3752363696484651,1.5868711462428624,0.7934526539327302,1.4996514239531522,4,0.07316693708814087,0.14741528902458295,0.017674118226115358,0.03572648873008462,0.004502729511970098,0.007127580850940893,0.4306491269024282,0.0,0.38265766265982154,2.174320777119078,0.0,0.10556524167028852,0.11870067276584365,0.0484566723620164,0.00935105973383874,0.050593680789664384,0.006888073551147952,0.02110997514479123,0.013322408929276226,0.4306491269024282,0.1625243900686057,0.30685898666836176,0.2557760907465638,0.16708866989770457,0.38265766265982154,0.28733840850096154,0.282057372877562,0.13140898370230367,0.5720772553670912,0.03121063005802876,0.14154826546687244,27.34857771149761,32.251618703809626,0.26294694663462076,0.7115137551337067,0.8558976253195318,1.315038036894921,4
mission_completion,True,True,False,20.0,80.0,3,3,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7009,7010,7011,0.07254872579802345,0.04402338099791708,0.05368517617715801,0.021051398985733293,0.14472828932134035,0.017558834462119564,0.009624294437994556,0.009092501992471155,0.011533084225644634,0.03548438633442054,4.434315521872667,1.7357082807663593,0.013468447495085214,-0.000863315035363868,0.00019164953247964578,0.013439383748307887,nan,0.4236387556483162,0.40756550821259535,0,0.7816959864194463,0.011413130609433535,True,True,True,True,normal_completion,6.11024772899998,0.08180933622294688,0.16550981912382862,0.025353047845383413,0.07802439599567801,0.025552692755536115,0.013468447495085212,0.4524673894176567,0.0,0.6308756397008706,3.6789372486311906,0.0,0.2197001367203928,0.26449938866087674,0.04577014689406684,0.01543871346883607,0.06447646938306757,0.01587215683470064,0.020991570747065598,0.012348999914654869,0.4524673894176567,0.2412302597992458,0.2979606003571065,0.2545701283908585,0.1702408929229485,0.6308756397008706,0.31380529760035836,0.2770799454809932,0.19166436353055097,1.2334804365514458,0.07410548510587797,0.6777329607175666,25.840469726028385,32.16917718073176,0.3767436633861134,1.496624902956637,0.8258778237961883,1.4022281865821231,4,0.07254872579802343,0.1447282893213405,0.017558834462119588,0.03548438633442054,0.009350509709097912,0.013468447495085212,0.4236387556483162,0.0,0.40756550821259535,1.8579777841998069,0.0,0.14612179295575586,0.16096835567258055,0.04402338099791711,0.00962429443799458,0.05368517617715796,0.00909250199247116,0.021051398985733327,0.01153308422564463,0.4236387556483162,0.175720913404519,0.2933874733208361,0.24557371049955795,0.15462209990725484,0.40756550821259535,0.28937010950868713,0.2579744514448897,0.11481150580517152,0.49328342956802373,0.03245900869196291,0.1142405510145452,27.20048730433312,32.16917718073176,0.2687024985841814,0.7080611787891433,0.850473202699272,1.3312339467694232,4
mission_completion,True,True,False,20.0,80.0,4,4,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7012,7013,7014,0.0768417414418746,0.052411003709839275,0.052470754712524624,0.020113672410705996,0.15734099644880353,0.01440826674135398,0.008554538908240993,0.0056166700373826515,0.010142535789858796,0.030357922376080253,3.899088368919818,1.3793688635821222,0.004859680721217916,-0.00046068807861879973,0.00023568154285368015,0.004832051056927453,nan,0.42145883609639223,0.4699865438481237,0,0.801684839473606,0.0030284030494761908,True,True,True,True,normal_completion,6.080946874000006,0.0726628902603999,0.15267300547435472,0.022050954083318145,0.07163706672488725,0.02852235132555464,0.004859680721217916,0.43534583034831287,0.0,0.5685273195578352,3.3342210260502005,0.0,0.21450306082236872,0.25458946240863295,0.04459595419388532,0.013194338982796174,0.053806847276036684,0.014135639557366056,0.019897730442064613,0.010598947546615107,0.43534583034831287,0.20836349181963734,0.30681683967924117,0.25826323992151107,0.16105190252689824,0.5685273195578352,0.2991599014377345,0.2998462885846067,0.18961107490680715,1.1608136936578963,0.06275435309471575,0.5144051346494612,25.793129059795273,32.46740616455522,0.36179985632421374,1.2351271709631777,0.8240167537316728,1.4055189412673037,4,0.07684174144187471,0.15734099644880373,0.014408266741353993,0.030357922376080253,0.003125488125405098,0.004859680721217916,0.42145883609639223,0.0,0.4699865438481237,2.957244953143759,0.0,0.11377793709601783,0.12281528791011583,0.0524110037098394,0.008554538908240992,0.05247075471252468,0.005616670037382651,0.02011367241070601,0.010142535789858798,0.42145883609639223,0.17237957461825276,0.30681683967924117,0.20518175971958028,0.1484027681622917,0.4699865438481237,0.2991599014377345,0.20507958725846787,0.14712465341025033,0.6776049214543036,0.03448463462782354,0.17042072564184854,27.203673592310057,32.46740616455522,0.2551003612058841,0.669414598422059,0.857028929020415,1.313908890925126,4
mission_completion,True,True,False,20.0,80.0,5,0,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7000,7001,7002,0.08567885616472219,0.048621964741654304,0.06752412379579208,0.02042703218695819,0.1677179626489521,0.017723016897297914,0.010216694161278196,0.009637907430624147,0.010809034587581418,0.03817046284457885,4.660939482282352,2.067139620241344,0.008220940783377508,0.0006467311469495612,-2.6227109379647895e-05,0.008195420570422149,nan,0.435114398960694,0.4770699416476088,0,0.7948051149703549,0.01156651160359157,True,True,True,True,normal_completion,6.046513508000089,0.07547752568566811,0.1554621130499307,0.023699797578703854,0.07329042022541013,0.028697557936098635,0.008220940783377508,0.4497209304372705,0.0,0.5710840057869828,3.160726161766961,0.0,0.22409640565958472,0.25911544766441047,0.043641494077148804,0.013015290777211887,0.0581534517719182,0.015881843505503916,0.020259637838719098,0.011834257818842859,0.4497209304372705,0.26949094728960804,0.29147153407277004,0.2952730477108412,0.16566503262036744,0.5710840057869828,0.28860437910800846,0.2999737420850116,0.18170432424773209,1.4196554900710652,0.062035692494515016,0.6741428296440246,25.75003664425086,31.92963044632311,0.3748846147763172,1.4953456686656672,0.8111175383059919,1.4425234203806792,4,0.08567885616472207,0.16771796264895258,0.01772301689729792,0.03817046284457885,0.006939901757325882,0.008220940783377508,0.435114398960694,0.0,0.4770699416476088,2.3058276921180774,0.0,0.1757489245317765,0.1921248961443496,0.048621964741654276,0.0102166941612782,0.06752412379579194,0.009637907430624156,0.020427032186958193,0.010809034587581411,0.435114398960694,0.17183293588219978,0.28767403447793183,0.2012920699919683,0.15935835724733818,0.4770699416476088,0.28860437910800846,0.20711327524104237,0.15777236512134324,0.8570262419932249,0.03713353813241902,0.16274789111056387,27.166181599618472,31.92963044632311,0.27403734163466914,0.6667519142958357,0.8533042939036881,1.3229189022922765,4
mission_completion,True,True,False,20.0,80.0,6,1,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7003,7004,7005,0.07746653126173907,0.048293071358270795,0.05671140381122356,0.021275793810603117,0.15625366291874412,0.014194945029766502,0.00895973315081635,0.006656862583452265,0.008769596730140305,0.03589984673081615,4.098097760262326,1.5677580057732092,0.0005133305007650978,-0.00045267835082280633,7.329847813263707e-05,0.00023068993652851366,nan,0.4315490358860725,0.361660630006162,0,0.7879940966877763,0.00974884424228926,True,True,True,True,normal_completion,6.0724511280000115,0.07768042516832366,0.16679371492741873,0.025048264144880296,0.098190386296351,0.024881453105423494,0.0005133305007650978,0.4543212733820641,0.0,0.4954808333743414,3.369951051955826,0.0,0.20675971167463827,0.25449542367685174,0.04730346391997308,0.016542690374778114,0.05829078251501055,0.014646254684981033,0.01997036377463062,0.01180009133602747,0.4543212733820641,0.1968007770813533,0.30661491978958016,0.42595341335567066,0.15511093850524785,0.4954808333743414,0.2983831867702784,0.468092608044574,0.20245696833863414,1.3095031872500442,0.07394765373966079,0.7323438012101091,25.84745982210324,32.24601476892194,0.386589659557243,1.8396019826933256,0.7635705754537028,1.5902713089118976,4,0.07746653126173923,0.15625366291874423,0.014194945029766481,0.03589984673081615,0.002266432333074092,0.0005133305007650978,0.4315490358860725,0.0,0.361660630006162,1.6942404763473062,0.0,0.13189003007964056,0.1410521790107184,0.04829307135827089,0.00895973315081635,0.056711403811223714,0.006656862583452277,0.02127579381060311,0.008769596730140317,0.4315490358860725,0.15474105138923366,0.2978834807991255,0.2571811874434591,0.14316569386677702,0.361660630006162,0.294237931619631,0.2964015459273687,0.12764942748765384,0.5795684127552931,0.028667572442947657,0.1311624298667903,27.12888112577068,32.24601476892194,0.26603432460488624,0.7094335124740844,0.851653904026406,1.323662572639096,4
mission_completion,True,True,False,20.0,80.0,7,2,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7006,7007,7008,0.07302340418689245,0.048392472434134935,0.050448213943140634,0.021108384132871524,0.1473493053253359,0.018028875956996124,0.009432698852287622,0.007027087451291148,0.013663257392975869,0.037236457269451365,4.267093142872373,1.2631449189287518,0.007210352652141091,0.0002806032717139195,0.0006108682035603427,0.007178947500157698,nan,0.43379788906223404,0.38828508305237036,0,0.787517581344274,0.00878644625151829,True,True,True,True,normal_completion,6.0817240809999475,0.07608549813481426,0.15039993798633505,0.026715677480292806,0.08550698845231203,0.025670559482172717,0.007210352652141091,0.4426205114539032,0.0,0.5748595691517072,3.0880323772421887,0.0,0.20423814621332304,0.2586816091627785,0.04455493392675027,0.015248484795167267,0.05818138339481456,0.01700192932852606,0.020464298558009242,0.013861656964100008,0.4426205114539032,0.20144469808373724,0.30756080888625315,0.36065644396145985,0.1650677732879541,0.5748595691517072,0.3098154133557373,0.3781528086531922,0.17480933889995584,1.2325626186317415,0.06476015970300279,0.5643071306363632,25.84621473106401,32.248846841339684,0.3796886890764041,1.625129739582783,0.7904061899481793,1.5086996091036045,4,0.07302340418689245,0.14734930532533572,0.01802887595699608,0.037236457269451365,0.004582980972936614,0.007210352652141091,0.43379788906223404,0.0,0.38828508305237036,2.316351908438949,0.0,0.10654035475684771,0.11964569047149362,0.0483924724341349,0.009432698852287636,0.05044821394314066,0.00702708745129114,0.021108384132871544,0.013663257392975858,0.43379788906223404,0.16332415901636235,0.30756080888625315,0.255113267548248,0.1650677732879541,0.38828508305237036,0.2872743110872288,0.28279782467601505,0.13370322289592645,0.6042444872527994,0.032192897288521705,0.15216677724555003,27.348358445466605,32.248846841339684,0.2636592927088576,0.7157983282566379,0.853139204052756,1.3233270641826886,4
mission_completion,True,True,False,20.0,80.0,8,3,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7009,7010,7011,0.07250712287420219,0.04398300129243663,0.05366192011424325,0.021051764639971337,0.14470231398587025,0.017867733138446005,0.00967351947658342,0.009174078960773943,0.011896015453267015,0.036184993461231385,4.450558948563975,1.743203109880604,0.013576634832065554,-0.000864758161419725,0.00018701351464661675,0.013547775929312278,nan,0.42418626992693137,0.41636929934620315,0,0.7816905181271131,0.011378464745193233,True,True,True,True,normal_completion,6.186341290999962,0.08189260028042762,0.16565048261927384,0.026115254573141435,0.08278448292907337,0.025695454687012623,0.013576634832065554,0.45547593502679334,0.0,0.6690957420834494,3.9444162521164934,0.0,0.22147765451185056,0.2677889721538456,0.04586351015844598,0.015814189191553637,0.06451584723669829,0.01609944231892033,0.020991471410242456,0.013142522537682399,0.45547593502679334,0.24701405782372587,0.3145585305864712,0.2608258191283013,0.1685060556571527,0.6690957420834494,0.3350999051889845,0.2860165536216054,0.20149089430779155,1.6991318926324184,0.07629845526993242,0.6728920393328668,25.84142833340716,32.16817908407122,0.3812790425072008,1.5490831948453325,0.8226689955707286,1.4110937172124167,4,0.07250712287420218,0.14470231398587025,0.01786773313844601,0.036184993461231385,0.009476333146739792,0.013576634832065554,0.42418626992693137,0.0,0.41636929934620315,1.9562491517358145,0.0,0.14680215630780602,0.16155317821361534,0.04398300129243664,0.009673519476583417,0.053661920114243214,0.009174078960773942,0.021051764639971337,0.011896015453267022,0.42418626992693137,0.17535042314926805,0.29439056812044173,0.24771099530142388,0.15200980438292896,0.41636929934620315,0.2901287227645538,0.25947052222250316,0.1172164994093949,0.5350753493833906,0.033499196610146324,0.11936093144648267,27.200363084614548,32.16817908407122,0.26915499219715033,0.7058460217156698,0.8471498176989208,1.3396554672723004,4
mission_completion,True,True,False,20.0,80.0,9,4,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7012,7013,7014,0.07682658341599657,0.0524091023345662,0.052450018932286596,0.020114806135352787,0.15734943544017915,0.0145755715313946,0.008623767944237604,0.005683685871713992,0.01028463061186056,0.031091521642988264,3.9149570029552643,1.3849224459812666,0.004938148372143746,-0.0004596635366985874,0.00023297755858590202,0.004911185216984901,nan,0.42347178007921066,0.47956490927262707,0,0.8017028331464476,0.0030575096857822313,True,True,True,True,normal_completion,6.174178447000031,0.07266035964688357,0.1527338330564803,0.02254676127284024,0.07424816791191824,0.028795253118565588,0.004938148372143746,0.43765347290339185,0.0,0.5714187207425339,3.42060297458753,0.0,0.21656968094309004,0.25784176647633944,0.04456928389836739,0.013457424195563549,0.053826218839114426,0.01441911114912665,0.01989585289161939,0.010924441019303491,0.43765347290339185,0.21126015100008338,0.3068467664448079,0.2557326532524385,0.1584822336250199,0.5714187207425339,0.29914015980586667,0.29934092194102063,0.19375433414148993,1.1656576969230428,0.06345797214951722,0.5105340241960495,25.793240985629033,32.465753068732695,0.3656301104836997,1.2679434909431169,0.8214303430754812,1.4123261943686856,4,0.0768265834159965,0.15734943544017915,0.014575571531394597,0.031091521642988264,0.0031717355192883104,0.004938148372143746,0.42347178007921066,0.0,0.47956490927262707,2.945486459825145,0.0,0.11427180566826062,0.12340348530567075,0.05240910233456618,0.008623767944237604,0.05245001893228649,0.00568368587171399,0.020114806135352797,0.010284630611860562,0.42347178007921066,0.17162926417929564,0.3068467664448079,0.20732905730645548,0.14611183647617476,0.47956490927262707,0.2990325410251531,0.2067404007105459,0.1494725551653117,0.7118420179988192,0.0354254585396654,0.1820671964404538,27.203671951208886,32.465753068732695,0.25550109598804255,0.670212944660617,0.8542739923881831,1.3211759601769275,4
