trial_id,replicate_id,com_scale,payload_x_factor,payload_y_factor,payload_mass,payload_pos_x,payload_pos_y,payload_pos_z,true_com_x,true_com_y,true_com_z,measurement_seed,torque_seed,force_seed,position_rms,position_rms_x,position_rms_y,position_rms_z,velocity_rms,attitude_rms,attitude_rms_x,attitude_rms_y,attitude_rms_z,peak_attitude,angular_acc_command_rms,mean_dob_norm,final_com_error,final_com_error_x,final_com_error_y,final_com_error_z,moce_convergence_time,max_motor_utilization,max_servo_angle,saturation_time,terminal_altitude_m,terminal_tilt_rad,terminal_airborne,numerical_success,flight_success,success,failure_reason,runtime_s
10,0,nan,-1.25,0.0,0.5,-0.3875,0.0,0.56,-0.04122340425531915,0.0,0.059574468085106386,7000,7001,7002,0.07092896965704636,0.04495636300906677,0.05103762793457573,0.020124728480628795,0.141719631374229,0.014006106216513105,0.007995005422325922,0.006928804850346796,0.009178374746709635,0.03536355176329769,4.126924428604376,1.8584478457073053,0.006018814061982132,0.000325993737260194,0.0008514818718564257,0.005949355378348217,nan,0.3718239968359368,0.2996984280439354,0,0.7793056724019142,0.014160281279616558,True,True,True,True,normal_completion,6.3281932919999235
11,1,nan,-1.25,0.0,0.5,-0.3875,0.0,0.56,-0.04122340425531915,0.0,0.059574468085106386,7003,7004,7005,0.0731299021704275,0.04471759147967696,0.05464551879384303,0.019031208040079017,0.15381979394958767,0.014910476859135453,0.008902278286742109,0.009681693428923445,0.007023999844857205,0.03634733268899665,4.392815166933762,1.796684375859142,0.0017188311605840373,0.0007476446077817403,-0.0002954202226382434,-0.0015192547485875854,nan,0.3644353541026962,0.30335643273250573,0,0.7972661576929635,0.003592088736851692,True,True,True,True,normal_completion,6.369519665000553
12,2,nan,-1.25,0.0,0.5,-0.3875,0.0,0.56,-0.04122340425531915,0.0,0.059574468085106386,7006,7007,7008,0.07749507561121241,0.04800933891884473,0.057111838964470335,0.020948221181270727,0.1482439939467313,0.01584445913370016,0.009118144615666466,0.007481029245102272,0.010580194962344148,0.035254976479384775,4.223535069451021,1.5215590614638503,0.004699541297985735,0.00043815341566819793,0.0003385707563406133,0.004666806171115603,nan,0.3726809731873197,0.3515586071213184,0,0.7671806202131379,0.008950459212262818,True,True,True,True,normal_completion,6.307184473000234
13,3,nan,-1.25,0.0,0.5,-0.3875,0.0,0.56,-0.04122340425531915,0.0,0.059574468085106386,7009,7010,7011,0.07342158794077719,0.039237306711813524,0.059310982428472415,0.018258441913750163,0.1449111332769054,0.013543939692702697,0.008207961296574673,0.008420066951308584,0.006720873923008857,0.029660115755855556,4.303955539306991,1.9186300053745509,0.008874689594149592,0.0018034729325778764,4.026625107155188e-05,0.00868941766765706,nan,0.368518336093595,0.299226082350986,0,0.7941512105107,0.023497114179415576,True,True,True,True,normal_completion,6.335112509000282
14,4,nan,-1.25,0.0,0.5,-0.3875,0.0,0.56,-0.04122340425531915,0.0,0.059574468085106386,7012,7013,7014,0.07771243426190955,0.048722926699607844,0.05669478371576226,0.02123676887285803,0.16168448601779228,0.014278832608316461,0.008132907319463624,0.0067114303260567745,0.009627958359269224,0.03083699355559464,4.108887071661858,1.6987190337564626,0.004626289605423209,-0.0005559289054792652,0.0012027428020830709,0.004432483312696939,nan,0.3651555966389097,0.3341835674787229,0,0.7925470567954506,0.005028384462978356,True,True,True,True,normal_completion,6.331805855999846
15,0,nan,-1.25,0.625,0.5,-0.3875,0.19375,0.56,-0.04122340425531915,0.020611702127659576,0.059574468085106386,7000,7001,7002,0.07088312297904213,0.04495541269622133,0.05097162748107269,0.020132590109203225,0.14168443701584113,0.014525055123006756,0.008292417715561192,0.007009345446065347,0.009647907087796542,0.03429321298230422,4.1865346713373,1.8731212306179983,0.00618774844675279,0.0003300560253529025,0.0008462060560583094,0.006120721295003559,nan,0.3929350777896496,0.3858110476128251,0,0.7792614034629319,0.014805804097084015,True,True,True,True,normal_completion,6.262157195999862
16,1,nan,-1.25,0.625,0.5,-0.3875,0.19375,0.56,-0.04122340425531915,0.020611702127659576,0.059574468085106386,7003,7004,7005,0.07313548523470055,0.044664693501859865,0.05469800530596142,0.01902610234517398,0.15379483621807033,0.015248372090848623,0.0090428535015692,0.00971872273151527,0.0075024049769428685,0.034941789734364986,4.41081346419531,1.8102066194016428,0.001560760178881668,0.000751274742894395,-0.00029485295620206714,-0.001335896826439302,nan,0.38706441585089507,0.34955593659491924,0,0.7972883167786142,0.0022270620298400086,True,True,True,True,normal_completion,6.284376308999526
17,2,nan,-1.25,0.625,0.5,-0.3875,0.19375,0.56,-0.04122340425531915,0.020611702127659576,0.059574468085106386,7006,7007,7008,0.07742962821903177,0.04794590481459218,0.0570751194573546,0.02095156978787623,0.14809642555882266,0.015938359007252906,0.009361324811823907,0.007600724186887829,0.010422373887290181,0.03246309484057433,4.272345893341012,1.5397887816511944,0.004997916924091542,0.0004702146487579259,0.0003279747176586009,0.0049649274263367515,nan,0.41337329287084384,0.4316285825816111,0,0.7671614521973268,0.01327775504909868,True,True,True,True,normal_completion,6.320015289999901
18,3,nan,-1.25,0.625,0.5,-0.3875,0.19375,0.56,-0.04122340425531915,0.020611702127659576,0.059574468085106386,7009,7010,7011,0.07338795572708504,0.03921642157432226,0.05928341861429281,0.01825761764601687,0.1446741130689252,0.013537389778858072,0.008437952702369803,0.008364956255635545,0.006487633086003293,0.0275851905058371,4.325257332968862,1.9172247551013326,0.008960720903202813,0.0017994790094670865,3.410491012262665e-05,0.008778110916062107,nan,0.39068252903038414,0.29739277421364446,0,0.7941440937773295,0.02102577167598461,True,True,True,True,normal_completion,6.271808176999912
19,4,nan,-1.25,0.625,0.5,-0.3875,0.19375,0.56,-0.04122340425531915,0.020611702127659576,0.059574468085106386,7012,7013,7014,0.07777913996896103,0.04878779584413937,0.056727333646359575,0.021245121989680572,0.16181703880985132,0.014497206901090036,0.008052351639006715,0.006762280664444615,0.009979990041582022,0.03249969492972173,4.100481564236085,1.6983801300980146,0.004767118878589689,-0.0005527256658492408,0.0012026882814173273,0.004579678770247883,nan,0.4063807066411234,0.29606187259736994,0,0.7925080853612569,0.004179777039639125,True,True,True,True,normal_completion,6.28651852799976
