t_start_s,t_end_s,RMS_attitude_error_rad,Peak_attitude_error_rad,RMS_torque_command_Nm,Mean_DOB_estimate_Nm
20,80,0.049812923795137,0.115945182367883,3.50453854323534,3.38152997944661
