trial_id,replicate_id,com_scale,payload_mass,payload_pos_x,payload_pos_y,payload_pos_z,true_com_x,true_com_y,true_com_z,measurement_seed,torque_seed,force_seed,position_rms,position_rms_x,position_rms_y,position_rms_z,velocity_rms,attitude_rms,attitude_rms_x,attitude_rms_y,attitude_rms_z,peak_attitude,angular_acc_command_rms,mean_dob_norm,final_com_error,final_com_error_x,final_com_error_y,final_com_error_z,moce_convergence_time,max_motor_utilization,max_servo_angle,saturation_time,terminal_altitude_m,terminal_tilt_rad,terminal_airborne,numerical_success,flight_success,success,failure_reason,runtime_s
0,0,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7000,7001,7002,0.08571030557195591,0.04863837502711544,0.0675529902393502,0.020424457537031124,0.16775516640638277,0.017419185729996213,0.010090611534658891,0.009528413197398061,0.010526962158778871,0.03724871679592043,4.630264204011338,2.061118095240766,0.00814361772732077,0.0006507991661299922,-2.397354423414738e-05,0.008117536289002622,nan,0.43159554482440043,0.4654068554059176,0,0.7947962575185958,0.011334626122934332,True,True,True,True,normal_completion,6.247585562999916
1,1,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7003,7004,7005,0.077482367650961,0.048321673482067805,0.0567088039488114,0.021275448841008897,0.1562160677161333,0.014042396808413475,0.008849896559113684,0.006610888901132718,0.008669739728204605,0.03514015590787645,4.081722524861762,1.5629383155778844,0.0004868945621600981,-0.0004551717754854717,7.29639882418448e-05,0.00015672021529566926,nan,0.42886628652483716,0.3557567298438614,0,0.7879926396768904,0.009565054976013258,True,True,True,True,normal_completion,6.0654848949999405
2,2,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7006,7007,7008,0.07316693708814082,0.048456672362016326,0.050593680789664405,0.021109975144791213,0.1474152890245829,0.017674118226115376,0.009351059733838754,0.00688807355114793,0.013322408929276244,0.03572648873008462,4.242244080090413,1.252161617394118,0.007127580850940893,0.00028354653046883116,0.0006089175466233096,0.007095860030551099,nan,0.4306491269024282,0.38265766265982154,0,0.7875149615115581,0.008741095366856608,True,True,True,True,normal_completion,6.2099937570000066
3,3,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7009,7010,7011,0.07254872579802345,0.04402338099791708,0.05368517617715801,0.021051398985733293,0.14472828932134035,0.017558834462119564,0.009624294437994556,0.009092501992471155,0.011533084225644634,0.03548438633442054,4.434315521872667,1.7357082807663593,0.013468447495085214,-0.000863315035363868,0.00019164953247964578,0.013439383748307887,nan,0.4236387556483162,0.40756550821259535,0,0.7816959864194463,0.011413130609433535,True,True,True,True,normal_completion,6.11024772899998
4,4,1.2,0.5,0.372,0.372,0.672,0.03957446808510638,0.03957446808510638,0.07148936170212766,7012,7013,7014,0.0768417414418746,0.052411003709839275,0.052470754712524624,0.020113672410705996,0.15734099644880353,0.01440826674135398,0.008554538908240993,0.0056166700373826515,0.010142535789858796,0.030357922376080253,3.899088368919818,1.3793688635821222,0.004859680721217916,-0.00046068807861879973,0.00023568154285368015,0.004832051056927453,nan,0.42145883609639223,0.4699865438481237,0,0.801684839473606,0.0030284030494761908,True,True,True,True,normal_completion,6.080946874000006
5,0,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7000,7001,7002,0.08567885616472219,0.048621964741654304,0.06752412379579208,0.02042703218695819,0.1677179626489521,0.017723016897297914,0.010216694161278196,0.009637907430624147,0.010809034587581418,0.03817046284457885,4.660939482282352,2.067139620241344,0.008220940783377508,0.0006467311469495612,-2.6227109379647895e-05,0.008195420570422149,nan,0.435114398960694,0.4770699416476088,0,0.7948051149703549,0.01156651160359157,True,True,True,True,normal_completion,6.046513508000089
6,1,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7003,7004,7005,0.07746653126173907,0.048293071358270795,0.05671140381122356,0.021275793810603117,0.15625366291874412,0.014194945029766502,0.00895973315081635,0.006656862583452265,0.008769596730140305,0.03589984673081615,4.098097760262326,1.5677580057732092,0.0005133305007650978,-0.00045267835082280633,7.329847813263707e-05,0.00023068993652851366,nan,0.4315490358860725,0.361660630006162,0,0.7879940966877763,0.00974884424228926,True,True,True,True,normal_completion,6.0724511280000115
7,2,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7006,7007,7008,0.07302340418689245,0.048392472434134935,0.050448213943140634,0.021108384132871524,0.1473493053253359,0.018028875956996124,0.009432698852287622,0.007027087451291148,0.013663257392975869,0.037236457269451365,4.267093142872373,1.2631449189287518,0.007210352652141091,0.0002806032717139195,0.0006108682035603427,0.007178947500157698,nan,0.43379788906223404,0.38828508305237036,0,0.787517581344274,0.00878644625151829,True,True,True,True,normal_completion,6.0817240809999475
8,3,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7009,7010,7011,0.07250712287420219,0.04398300129243663,0.05366192011424325,0.021051764639971337,0.14470231398587025,0.017867733138446005,0.00967351947658342,0.009174078960773943,0.011896015453267015,0.036184993461231385,4.450558948563975,1.743203109880604,0.013576634832065554,-0.000864758161419725,0.00018701351464661675,0.013547775929312278,nan,0.42418626992693137,0.41636929934620315,0,0.7816905181271131,0.011378464745193233,True,True,True,True,normal_completion,6.186341290999962
9,4,1.22,0.5,0.3782,0.3782,0.6832,0.04023404255319149,0.04023404255319149,0.0726808510638298,7012,7013,7014,0.07682658341599657,0.0524091023345662,0.052450018932286596,0.020114806135352787,0.15734943544017915,0.0145755715313946,0.008623767944237604,0.005683685871713992,0.01028463061186056,0.031091521642988264,3.9149570029552643,1.3849224459812666,0.004938148372143746,-0.0004596635366985874,0.00023297755858590202,0.004911185216984901,nan,0.42347178007921066,0.47956490927262707,0,0.8017028331464476,0.0030575096857822313,True,True,True,True,normal_completion,6.174178447000031
10,0,1.24,0.5,0.3844,0.3844,0.6944,0.0408936170212766,0.0408936170212766,0.07387234042553192,7000,7001,7002,0.08564406705550609,0.04860614381992173,0.06749054264543734,0.020429773816406073,0.16768185846411168,0.018050462025389364,0.010348092534213192,0.009752465278316509,0.01111870411642547,0.03917879422519771,4.693277903208919,2.073475757119053,0.008308047965991251,0.0006426607571207929,-2.9140984825502814e-05,0.00828310322038013,nan,0.4387192211272222,0.48936472977321777,0,0.7948147496748467,0.01182803356357939,True,True,True,True,normal_completion,6.11520262199997
11,1,1.24,0.5,0.3844,0.3844,0.6944,0.0408936170212766,0.0408936170212766,0.07387234042553192,7003,7004,7005,0.07744878691021485,0.04826048796946325,0.056714814834422686,0.021276035183048318,0.15629244001054257,0.014363482860235324,0.00908184786904891,0.006703751795079954,0.008881969997117035,0.03668325189200338,4.1164741231327024,1.5729724793007467,0.0005536904896266985,-0.0004500954902974946,7.369096431045219e-05,0.00031393765256163,nan,0.4342352261059002,0.3679328740712717,0,0.7879940962114464,0.009924160994814682,True,True,True,True,normal_completion,6.057568691000029
12,2,1.24,0.5,0.3844,0.3844,0.6944,0.0408936170212766,0.0408936170212766,0.07387234042553192,7006,7007,7008,2.0011193534069482,0.10721439250573346,1.888858883748323,0.6520704393733154,0.36670662524949055,3.146029229549491,3.1415114120126004,0.0007067898884584624,0.16853919966105724,3.1488094802736843,69.44107016091887,0.0,0.09381736782766485,-0.0408936170212766,-0.0408936170212766,-0.07387234042553192,nan,0.0,0.0006601878622051419,0,0.05008814637232015,3.1410301598252404,False,True,False,False,loss_of_flight,7.316552809999962
13,3,1.24,0.5,0.3844,0.3844,0.6944,0.0408936170212766,0.0408936170212766,0.07387234042553192,7009,7010,7011,0.07245304484337535,0.043947092140025124,0.05361817127846956,0.021052042852535764,0.1446508137038186,0.018182309143403963,0.00971687260739358,0.009242100956780104,0.012278530955398544,0.0368643347166774,4.465371062645053,1.7499048900494651,0.013822179490212137,-0.000864586749472547,0.00017439246365079375,0.013794010398752762,nan,0.42471770983328655,0.4255721071790341,0,0.7816831298533216,0.01135680613020171,True,True,True,True,normal_completion,6.0767201970001
14,4,1.24,0.5,0.3844,0.3844,0.6944,0.0408936170212766,0.0408936170212766,0.07387234042553192,7012,7013,7014,0.7513642638362268,0.10636398693602223,0.3578396853171098,0.6520626648301378,0.36682640593845395,3.9936755774277795,3.1415168938298006,0.0006905557743457279,2.4658296264457804,3.996879705386358,69.4411039246542,0.0,0.09381736782766485,-0.0408936170212766,-0.0408936170212766,-0.07387234042553192,nan,0.0,0.0007057533389461816,0,0.05031777809472267,3.1398768792851444,False,True,False,False,loss_of_flight,7.164884396999923
15,0,1.25,0.5,0.3875,0.3875,0.7000000000000001,0.04122340425531915,0.04122340425531915,0.07446808510638299,7000,7001,7002,0.08562017045590753,0.048598350997595026,0.06746539002222737,0.02043122655060042,0.16766470967850228,0.018221522680821174,0.010416756928640915,0.009811087959204582,0.011280851783178558,0.03971628363427917,4.710125015571712,2.076770261650318,0.008355914679243313,0.000640637255045394,-3.089669217757468e-05,0.008331262775153253,nan,0.44053978341946987,0.4956130425576237,0,0.7948197613061816,0.01197148432126273,True,True,True,True,normal_completion,6.120629910999924
16,1,1.25,0.5,0.3875,0.3875,0.7000000000000001,0.04122340425531915,0.04122340425531915,0.07446808510638299,7003,7004,7005,0.07743886887010511,0.04824207790584584,0.05671690450066938,0.021276115131047386,0.15631239582310538,0.014454660486908279,0.009147688649906895,0.006727777473108429,0.008943937188312883,0.037083497140571436,4.12648981930686,1.5757445106913592,0.0005798702293896627,-0.0004487708444401578,7.391359255780328e-05,0.0003597095952961038,nan,0.4355757347349495,0.37123399102692617,0,0.7879935292748893,0.010010900413408142,True,True,True,True,normal_completion,6.271112625000114
17,2,1.25,0.5,0.3875,0.3875,0.7000000000000001,0.04122340425531915,0.04122340425531915,0.07446808510638299,7006,7007,7008,1.781210910815309,0.1469336161395027,1.6507636631951899,0.6527650032975646,0.3666661740216082,3.1439810434696716,3.1415116314783393,0.0007079627208059226,0.12458318414505182,3.146855794878993,69.36259312753722,0.0,0.09457395950369442,-0.04122340425531915,-0.04122340425531915,-0.07446808510638299,nan,0.0,0.0006334209676030073,0,0.049548746315937836,3.141126009597696,False,True,False,False,loss_of_flight,7.471963530000039
18,3,1.25,0.5,0.3875,0.3875,0.7000000000000001,0.04122340425531915,0.04122340425531915,0.07446808510638299,7009,7010,7011,0.9603977220703771,0.6534793235024953,0.26312406576997205,0.6527589787397565,0.3669184136222248,4.1536176088067265,3.1415101607474067,0.0006943354057470783,2.7172509394622364,4.156273603147007,69.4411314724216,0.0,0.09457395950369442,-0.04122340425531915,-0.04122340425531915,-0.07446808510638299,nan,0.0,0.0006000933626645438,0,0.04905462634222087,3.1400417063134465,False,True,False,False,loss_of_flight,7.458931285000062
